sample_id,feature_type,block_index,layer_fraction,is_primary_block,similarity_1e5_to_clean,similarity_render_to_clean,delta_render_over_1e5,different_scene_1e5_to_clean,different_scene_render_to_clean,scene_advantage_1e5,scene_advantage_render,delta_scene_advantage,similarity_1e5_to_render,different_scene_target_sample_id
0876,centered,6,2/4,1,0.516812,0.800037,0.283225,0.408845,0.717217,0.107967,0.082820,-0.025147,0.439401,0225
0876,raw,3,1/4,0,0.563654,0.772348,0.208693,0.461180,0.747055,0.102474,0.025292,-0.077182,0.425335,0225
0876,centered,3,1/4,0,0.657510,0.804400,0.146890,0.592071,0.759628,0.065439,0.044772,-0.020667,0.587159,0225
0902,raw,6,2/4,1,0.647892,0.713707,0.065815,0.477611,0.679129,0.170282,0.034578,-0.135703,0.390336,0486
0902,centered,6,2/4,1,0.686670,0.730988,0.044319,0.541693,0.691954,0.144977,0.039035,-0.105942,0.504750,0486
0902,raw,3,1/4,0,0.730773,0.721529,-0.009244,0.606175,0.676297,0.124598,0.045232,-0.079366,0.513916,0486
0902,centered,3,1/4,0,0.703376,0.782753,0.079377,0.606496,0.741225,0.096880,0.041528,-0.055352,0.575053,0486
0922,raw,6,2/4,1,0.441967,0.727212,0.285245,0.223145,0.688064,0.218822,0.039147,-0.179675,0.194652,3900
0922,centered,6,2/4,1,0.567789,0.744348,0.176558,0.392924,0.647896,0.174865,0.096452,-0.078413,0.436823,3900
0922,raw,3,1/4,0,0.601187,0.713261,0.112073,0.425515,0.648193,0.175672,0.065067,-0.110605,0.410707,3900
0922,centered,3,1/4,0,0.666603,0.766645,0.100042,0.555649,0.673226,0.110954,0.093419,-0.017535,0.572951,3900
0959,raw,6,2/4,1,0.770021,0.808682,0.038662,0.694201,0.752809,0.075819,0.055873,-0.019946,0.602968,4702
0959,centered,6,2/4,1,0.765764,0.792667,0.026902,0.681149,0.728133,0.084615,0.064534,-0.020081,0.570378,4702
0959,raw,3,1/4,0,0.778925,0.805285,0.026360,0.728930,0.757676,0.049995,0.047609,-0.002385,0.648589,4702
0959,centered,3,1/4,0,0.733728,0.821118,0.087390,0.678217,0.788462,0.055511,0.032656,-0.022855,0.587895,4702
0977,raw,6,2/4,1,0.398804,0.710251,0.311447,0.206838,0.714454,0.191967,-0.004202,-0.196169,0.193853,2873
0977,centered,6,2/4,1,0.544008,0.737079,0.193071,0.382952,0.699886,0.161056,0.037193,-0.123863,0.456243,2873
0977,raw,3,1/4,0,0.553668,0.715997,0.162329,0.443176,0.690730,0.110492,0.025267,-0.085225,0.405443,2873
0977,centered,3,1/4,0,0.634241,0.757588,0.123347,0.572268,0.719459,0.061972,0.038129,-0.023843,0.557875,2873
0979,raw,6,2/4,1,0.329013,0.803670,0.474657,0.338587,0.706001,-0.009574,0.097668,0.107243,0.231643,2066
0979,centered,6,2/4,1,0.478225,0.796932,0.318707,0.474221,0.707381,0.004004,0.089552,0.085548,0.454776,2066
0979,raw,3,1/4,0,0.534039,0.760318,0.226279,0.531892,0.710047,0.002147,0.050271,0.048123,0.428909,2066
0979,centered,3,1/4,0,0.639797,0.791176,0.151379,0.618083,0.756080,0.021714,0.035097,0.013383,0.582516,2066
1003,raw,6,2/4,1,0.596215,0.834214,0.237999,0.548694,0.795165,0.047521,0.039048,-0.008473,0.448596,6324
1003,centered,6,2/4,1,0.650215,0.819074,0.168859,0.618223,0.765681,0.031992,0.053393,0.021401,0.523935,6324
1003,raw,3,1/4,0,0.674940,0.817735,0.142795,0.615558,0.814684,0.059382,0.003051,-0.056331,0.548779,6324
1003,centered,3,1/4,0,0.701648,0.841870,0.140222,0.661508,0.830738,0.040140,0.011132,-0.029008,0.600173,6324
1008,raw,6,2/4,1,0.356910,0.774753,0.417843,0.272749,0.714075,0.084161,0.060678,-0.023483,0.200504,4480
1008,centered,6,2/4,1,0.494856,0.763326,0.268469,0.418127,0.697991,0.076729,0.065334,-0.011395,0.428560,4480
1008,raw,3,1/4,0,0.552820,0.745584,0.192764,0.500287,0.685118,0.052533,0.060466,0.007933,0.407961,4480
1008,centered,3,1/4,0,0.650423,0.774556,0.124132,0.600149,0.718969,0.050275,0.055587,0.005312,0.559523,4480
1012,raw,6,2/4,1,0.687012,0.660253,-0.026759,0.518334,0.750425,0.168678,-0.090172,-0.258850,0.469992,1749
1012,centered,6,2/4,1,0.679196,0.683293,0.004097,0.568502,0.733678,0.110694,-0.050385,-0.161080,0.558554,1749
1012,raw,3,1/4,0,0.723024,0.680496,-0.042528,0.597961,0.754729,0.125063,-0.074233,-0.199296,0.541340,1749
1012,centered,3,1/4,0,0.667979,0.740641,0.072662,0.621656,0.779188,0.046322,-0.038547,-0.084869,0.598947,1749
1051,raw,6,2/4,1,0.566277,0.876135,0.309858,0.600971,0.733512,-0.034694,0.142623,0.177317,0.488354,5456
1051,centered,6,2/4,1,0.619654,0.863152,0.243498,0.634452,0.723433,-0.014798,0.139719,0.154517,0.539566,5456
1051,raw,3,1/4,0,0.625754,0.860604,0.234850,0.652497,0.738864,-0.026743,0.121740,0.148483,0.555904,5456
1051,centered,3,1/4,0,0.634944,0.873560,0.238615,0.630624,0.778152,0.004321,0.095407,0.091087,0.537438,5456
1076,raw,6,2/4,1,0.487051,0.675724,0.188673,0.257663,0.728542,0.229388,-0.052818,-0.282206,0.192768,2767
1076,centered,6,2/4,1,0.602690,0.702099,0.099409,0.406574,0.716836,0.196116,-0.014738,-0.210854,0.436668,2767
1076,raw,3,1/4,0,0.619007,0.672254,0.053247,0.494444,0.721810,0.124563,-0.049556,-0.174119,0.409984,2767
1076,centered,3,1/4,0,0.656874,0.737718,0.080845,0.608112,0.760624,0.048762,-0.022905,-0.071667,0.572215,2767
1117,raw,6,2/4,1,0.559015,0.670605,0.111590,0.417269,0.673423,0.141746,-0.002818,-0.144565,0.298522,5566
1117,centered,6,2/4,1,0.621222,0.697868,0.076646,0.508443,0.684666,0.112779,0.013201,-0.099578,0.461706,5566
1117,raw,3,1/4,0,0.672064,0.697204,0.025140,0.529352,0.686988,0.142712,0.010216,-0.132496,0.480532,5566
1117,centered,3,1/4,0,0.669621,0.761764,0.092143,0.595330,0.725457,0.074291,0.036307,-0.037984,0.577982,5566
1153,raw,6,2/4,1,0.531234,0.771217,0.239983,0.382432,0.736377,0.148802,0.034840,-0.113962,0.365105,4823
1153,centered,6,2/4,1,0.612986,0.777291,0.164305,0.489224,0.712856,0.123762,0.064436,-0.059326,0.512500,4823
1153,raw,3,1/4,0,0.649477,0.758182,0.108705,0.528975,0.719267,0.120502,0.038915,-0.081587,0.505190,4823
1153,centered,3,1/4,0,0.679361,0.798872,0.119511,0.611164,0.745135,0.068197,0.053737,-0.014460,0.581844,4823
1179,raw,6,2/4,1,0.722521,0.842803,0.120282,0.644140,0.651202,0.078381,0.191601,0.113219,0.583065,1910
1179,centered,6,2/4,1,0.736894,0.822885,0.085991,0.604537,0.648466,0.132357,0.174420,0.042062,0.594006,1910
1179,raw,3,1/4,0,0.774473,0.841008,0.066534,0.700104,0.690777,0.074370,0.150230,0.075860,0.648922,1910
1179,centered,3,1/4,0,0.730156,0.860556,0.130400,0.611555,0.738639,0.118600,0.121917,0.003316,0.616518,1910
1203,raw,6,2/4,1,0.268998,0.897617,0.628620,0.317916,0.749719,-0.048918,0.147898,0.196816,0.182657,4297
1203,centered,6,2/4,1,0.433381,0.875812,0.442431,0.475225,0.726808,-0.041844,0.149004,0.190849,0.410579,4297
1203,raw,3,1/4,0,0.523693,0.851017,0.327324,0.517570,0.750652,0.006123,0.100365,0.094243,0.430476,4297
1203,centered,3,1/4,0,0.643077,0.867788,0.224711,0.624888,0.771825,0.018189,0.095963,0.077774,0.585031,4297
1227,raw,6,2/4,1,0.393974,0.763841,0.369867,0.225769,0.737937,0.168205,0.025904,-0.142301,0.199331,1203
1227,centered,6,2/4,1,0.532021,0.751381,0.219360,0.381043,0.700913,0.150978,0.050468,-0.100510,0.428293,1203
1227,raw,3,1/4,0,0.585250,0.746003,0.160753,0.456595,0.665771,0.128655,0.080233,-0.048423,0.414527,1203
1227,centered,3,1/4,0,0.670592,0.782960,0.112368,0.573601,0.696540,0.096991,0.086420,-0.010571,0.578083,1203
1235,raw,6,2/4,1,0.533689,0.743681,0.209991,0.471236,0.751684,0.062453,-0.008003,-0.070456,0.321758,1282
1235,centered,6,2/4,1,0.605707,0.751783,0.146076,0.552165,0.755576,0.053542,-0.003792,-0.057334,0.475667,1282
1235,raw,3,1/4,0,0.637908,0.755654,0.117746,0.615515,0.749457,0.022393,0.006197,-0.016197,0.489170,1282
1235,centered,3,1/4,0,0.662049,0.797761,0.135712,0.656723,0.791090,0.005325,0.006671,0.001345,0.588867,1282
1244,raw,6,2/4,1,0.366237,0.819130,0.452893,0.329836,0.718490,0.036401,0.100640,0.064240,0.232788,3458
1244,centered,6,2/4,1,0.504928,0.811434,0.306507,0.475788,0.699243,0.029140,0.112192,0.083051,0.444040,3458
1244,raw,3,1/4,0,0.571862,0.794139,0.222278,0.521646,0.714470,0.050216,0.079669,0.029453,0.442391,3458
1244,centered,3,1/4,0,0.653297,0.832471,0.179173,0.642450,0.746445,0.010848,0.086025,0.075178,0.577301,3458
1272,raw,6,2/4,1,0.785996,0.748481,-0.037515,0.659741,0.673853,0.126255,0.074628,-0.051627,0.576603,0593
1272,centered,6,2/4,1,0.762814,0.747307,-0.015507,0.623703,0.677315,0.139110,0.069991,-0.069119,0.591621,0593
1272,raw,3,1/4,0,0.813225,0.755737,-0.057488,0.732197,0.676591,0.081028,0.079146,-0.001882,0.635005,0593
1272,centered,3,1/4,0,0.742292,0.796084,0.053792,0.647506,0.732832,0.094787,0.063252,-0.031535,0.627383,0593
1276,raw,6,2/4,1,0.345157,0.714654,0.369497,0.371351,0.628667,-0.026194,0.085987,0.112181,0.129662,0196
1276,centered,6,2/4,1,0.499603,0.741319,0.241715,0.522732,0.657129,-0.023128,0.084190,0.107318,0.398257,0196
1276,raw,3,1/4,0,0.524638,0.713665,0.189027,0.516117,0.646120,0.008521,0.067546,0.059024,0.358899,0196
1276,centered,3,1/4,0,0.608908,0.772805,0.163897,0.593978,0.715725,0.014930,0.057081,0.042151,0.533513,0196
1282,raw,6,2/4,1,0.406054,0.779873,0.373819,0.320367,0.807372,0.085687,-0.027499,-0.113186,0.211646,1788
1282,centered,6,2/4,1,0.521805,0.778959,0.257153,0.471739,0.773495,0.050066,0.005463,-0.044603,0.413884,1788
1282,raw,3,1/4,0,0.593841,0.783392,0.189551,0.532368,0.791581,0.061473,-0.008189,-0.069662,0.443403,1788
1282,centered,3,1/4,0,0.660648,0.824660,0.164012,0.639767,0.814679,0.020881,0.009982,-0.010899,0.589574,1788
1285,raw,6,2/4,1,0.471895,0.685241,0.213346,0.259862,0.712145,0.212032,-0.026904,-0.238936,0.245259,6494
1285,centered,6,2/4,1,0.577016,0.716963,0.139947,0.415511,0.687670,0.161505,0.029293,-0.132212,0.461356,6494
1285,raw,3,1/4,0,0.632493,0.708640,0.076146,0.485506,0.692596,0.146987,0.016043,-0.130944,0.444274,6494
1285,centered,3,1/4,0,0.673969,0.768676,0.094707,0.590205,0.726849,0.083764,0.041827,-0.041937,0.573102,6494
1302,raw,6,2/4,1,0.367463,0.888820,0.521357,0.379815,0.749563,-0.012352,0.139257,0.151610,0.270379,2139
1302,centered,6,2/4,1,0.498401,0.866375,0.367973,0.503581,0.737095,-0.005180,0.129280,0.134459,0.463277,2139
1302,raw,3,1/4,0,0.533631,0.862896,0.329266,0.543446,0.738276,-0.009815,0.124620,0.134435,0.453264,2139
1302,centered,3,1/4,0,0.646738,0.869715,0.222977,0.634388,0.771707,0.012350,0.098008,0.085658,0.598910,2139
1338,raw,6,2/4,1,0.432927,0.773212,0.340285,0.290665,0.810339,0.142262,-0.037127,-0.179390,0.221335,1461
1338,centered,6,2/4,1,0.556747,0.780565,0.223818,0.454110,0.788253,0.102637,-0.007688,-0.110325,0.451616,1461
1338,raw,3,1/4,0,0.596226,0.765927,0.169701,0.490411,0.781895,0.105815,-0.015968,-0.121783,0.420181,1461
1338,centered,3,1/4,0,0.671452,0.803269,0.131817,0.618547,0.800666,0.052905,0.002602,-0.050303,0.582307,1461
1365,raw,6,2/4,1,0.550257,0.734557,0.184299,0.556914,0.659070,-0.006657,0.075487,0.082144,0.323626,2442
1365,centered,6,2/4,1,0.627090,0.748407,0.121318,0.624126,0.686518,0.002964,0.061889,0.058925,0.482357,2442
1365,raw,3,1/4,0,0.646279,0.745201,0.098922,0.672423,0.696209,-0.026144,0.048992,0.075136,0.482198,2442
1365,centered,3,1/4,0,0.673160,0.789594,0.116433,0.684618,0.755112,-0.011458,0.034481,0.045939,0.572763,2442
1380,raw,6,2/4,1,0.557644,0.805736,0.248092,0.513623,0.567200,0.044022,0.238536,0.194514,0.372230,5599
1380,centered,6,2/4,1,0.636786,0.794769,0.157984,0.544265,0.592393,0.092521,0.202376,0.109855,0.503631,5599
1380,raw,3,1/4,0,0.652765,0.803358,0.150593,0.603693,0.599569,0.049071,0.203789,0.154717,0.498250,5599
1380,centered,3,1/4,0,0.695407,0.831028,0.135621,0.593843,0.677473,0.101564,0.153555,0.051991,0.604379,5599
1460,raw,6,2/4,1,0.495014,0.751382,0.256368,0.369224,0.703555,0.125790,0.047827,-0.077963,0.243259,5174
1460,centered,6,2/4,1,0.607135,0.758626,0.151491,0.489588,0.702198,0.117548,0.056429,-0.061119,0.461250,5174
1460,raw,3,1/4,0,0.612753,0.735183,0.122430,0.559884,0.678500,0.052869,0.056683,0.003814,0.432794,5174
1460,centered,3,1/4,0,0.675424,0.776303,0.100879,0.615072,0.734554,0.060351,0.041748,-0.018603,0.589579,5174
1461,raw,6,2/4,1,0.293583,0.824609,0.531026,0.229160,0.664786,0.064423,0.159823,0.095400,0.159038,5673
1461,centered,6,2/4,1,0.466048,0.802942,0.336894,0.380327,0.632297,0.085721,0.170645,0.084923,0.413542,5673
1461,raw,3,1/4,0,0.503913,0.800658,0.296745,0.459214,0.668675,0.044699,0.131983,0.087284,0.379794,5673
1461,centered,3,1/4,0,0.636761,0.820189,0.183428,0.572738,0.700137,0.064023,0.120052,0.056029,0.571687,5673
1474,raw,6,2/4,1,0.720046,0.831775,0.111729,0.562137,0.734056,0.157909,0.097719,-0.060190,0.554131,6310
1474,centered,6,2/4,1,0.734784,0.813587,0.078803,0.589326,0.697037,0.145458,0.116549,-0.028909,0.574735,6310
1474,raw,3,1/4,0,0.753130,0.823745,0.070615,0.632778,0.722331,0.120352,0.101414,-0.018939,0.628779,6310
1474,centered,3,1/4,0,0.734215,0.838030,0.103816,0.619186,0.746248,0.115029,0.091782,-0.023247,0.620802,6310
1493,raw,6,2/4,1,0.363979,0.817657,0.453679,0.370470,0.745059,-0.006492,0.072598,0.079090,0.242824,3732
1493,centered,6,2/4,1,0.499442,0.812469,0.313027,0.496375,0.758479,0.003067,0.053990,0.050923,0.452706,3732
1493,raw,3,1/4,0,0.552368,0.788693,0.236324,0.541711,0.736634,0.010657,0.052059,0.041402,0.435823,3732
1493,centered,3,1/4,0,0.645995,0.812012,0.166017,0.618236,0.776268,0.027759,0.035744,0.007985,0.574084,3732
1501,raw,6,2/4,1,0.500693,0.827730,0.327037,0.521001,0.624974,-0.020307,0.202757,0.223064,0.384360,0977
1501,centered,6,2/4,1,0.583299,0.816971,0.233672,0.577472,0.638639,0.005827,0.178332,0.172505,0.505287,0977
1501,raw,3,1/4,0,0.634256,0.818272,0.184016,0.591008,0.661612,0.043247,0.156660,0.113413,0.519563,0977
1501,centered,3,1/4,0,0.665859,0.843128,0.177269,0.603036,0.703394,0.062824,0.139734,0.076910,0.575471,0977
1534,raw,6,2/4,1,0.782262,0.864845,0.082583,0.554667,0.744208,0.227595,0.120637,-0.106958,0.674517,1983
1534,centered,6,2/4,1,0.760049,0.850486,0.090437,0.535807,0.714142,0.224241,0.136343,-0.087898,0.643157,1983
1534,raw,3,1/4,0,0.811723,0.853776,0.042053,0.602784,0.718885,0.208939,0.134891,-0.074048,0.716355,1983
1534,centered,3,1/4,0,0.730418,0.873937,0.143519,0.575383,0.739009,0.155034,0.134928,-0.020106,0.621522,1983
1539,raw,6,2/4,1,0.622102,0.854044,0.231942,0.611964,0.731061,0.010139,0.122983,0.112845,0.484632,0510
1539,centered,6,2/4,1,0.676268,0.832431,0.156163,0.630319,0.743478,0.045949,0.088953,0.043004,0.562593,0510
1539,raw,3,1/4,0,0.691450,0.839032,0.147583,0.680233,0.733515,0.011217,0.105517,0.094300,0.562488,0510
1539,centered,3,1/4,0,0.707991,0.855043,0.147052,0.665491,0.779887,0.042500,0.075156,0.032655,0.613602,0510
1574,raw,6,2/4,1,0.390241,0.748680,0.358438,0.310230,0.770611,0.080012,-0.021931,-0.101943,0.230243,2120
1574,centered,6,2/4,1,0.520382,0.748071,0.227689,0.459729,0.748960,0.060653,-0.000889,-0.061542,0.446831,2120
1574,raw,3,1/4,0,0.577049,0.725042,0.147993,0.510526,0.753382,0.066523,-0.028340,-0.094863,0.420798,2120
1574,centered,3,1/4,0,0.653011,0.769561,0.116550,0.616451,0.778965,0.036560,-0.009404,-0.045964,0.579351,2120
1575,raw,6,2/4,1,0.647887,0.864719,0.216832,0.564996,0.602483,0.082891,0.262236,0.179345,0.520110,5225
1575,centered,6,2/4,1,0.687199,0.836918,0.149718,0.556773,0.611724,0.130426,0.225193,0.094767,0.566105,5225
1575,raw,3,1/4,0,0.708142,0.825496,0.117354,0.620481,0.625973,0.087660,0.199522,0.111862,0.573800,5225
1575,centered,3,1/4,0,0.704528,0.841319,0.136791,0.575506,0.687340,0.129022,0.153978,0.024956,0.599776,5225
1650,raw,6,2/4,1,0.536015,0.764947,0.228932,0.427376,0.792253,0.108638,-0.027307,-0.135945,0.330814,2223
1650,centered,6,2/4,1,0.609723,0.762254,0.152531,0.528938,0.771666,0.080785,-0.009412,-0.090197,0.471701,2223
1650,raw,3,1/4,0,0.637529,0.769561,0.132031,0.560677,0.789003,0.076853,-0.019442,-0.096295,0.469862,2223
1650,centered,3,1/4,0,0.672658,0.808864,0.136206,0.631092,0.812819,0.041567,-0.003955,-0.045522,0.584187,2223
1732,raw,6,2/4,1,0.564310,0.675734,0.111424,0.329457,0.740052,0.234853,-0.064319,-0.299172,0.263716,0394
1732,centered,6,2/4,1,0.638213,0.710022,0.071808,0.466101,0.724117,0.172112,-0.014095,-0.186207,0.468162,0394
1732,raw,3,1/4,0,0.673844,0.697037,0.023193,0.496934,0.717083,0.176911,-0.020046,-0.196957,0.450709,0394
1732,centered,3,1/4,0,0.685945,0.762760,0.076814,0.579488,0.756203,0.106458,0.006556,-0.099901,0.596066,0394
1749,raw,6,2/4,1,0.710061,0.822019,0.111958,0.681803,0.647461,0.028258,0.174559,0.146301,0.542709,5285
1749,centered,6,2/4,1,0.727982,0.805781,0.077799,0.666765,0.649247,0.061217,0.156534,0.095317,0.575247,5285
1749,raw,3,1/4,0,0.744001,0.816625,0.072625,0.730631,0.674092,0.013370,0.142533,0.129163,0.614790,5285
1749,centered,3,1/4,0,0.726713,0.833983,0.107270,0.657808,0.724857,0.068905,0.109126,0.040221,0.613100,5285
1774,raw,6,2/4,1,0.601165,0.822499,0.221333,0.640290,0.648296,-0.039125,0.174203,0.213327,0.480059,5922
1774,centered,6,2/4,1,0.645090,0.807943,0.162853,0.631234,0.678486,0.013856,0.129457,0.115602,0.550689,5922
1774,raw,3,1/4,0,0.673614,0.789279,0.115664,0.674919,0.670274,-0.001304,0.119005,0.120309,0.576424,5922
1774,centered,3,1/4,0,0.669583,0.819689,0.150106,0.634830,0.737430,0.034753,0.082259,0.047506,0.605499,5922
1785,raw,6,2/4,1,0.600704,0.828356,0.227651,0.500846,0.617982,0.099858,0.210374,0.110516,0.449962,2224
1785,centered,6,2/4,1,0.663495,0.813794,0.150299,0.536669,0.615169,0.126826,0.198626,0.071800,0.543817,2224
1785,raw,3,1/4,0,0.676779,0.809673,0.132895,0.584732,0.622913,0.092047,0.186760,0.094713,0.539576,2224
1785,centered,3,1/4,0,0.688112,0.830395,0.142284,0.574843,0.678913,0.113268,0.151483,0.038214,0.593536,2224
1788,raw,6,2/4,1,0.493251,0.851690,0.358438,0.449564,0.834361,0.043688,0.017328,-0.026359,0.385865,4415
1788,centered,6,2/4,1,0.574842,0.826777,0.251935,0.533371,0.808682,0.041471,0.018095,-0.023376,0.501526,4415
1788,raw,3,1/4,0,0.599720,0.808715,0.208996,0.567907,0.816170,0.031813,-0.007454,-0.039267,0.499914,4415
1788,centered,3,1/4,0,0.643273,0.830029,0.186755,0.625695,0.829369,0.017578,0.000660,-0.016918,0.585091,4415
1794,raw,6,2/4,1,0.500983,0.689718,0.188735,0.245535,0.767316,0.255448,-0.077598,-0.333046,0.234640,3489
1794,centered,6,2/4,1,0.593228,0.719824,0.126596,0.410161,0.729306,0.183067,-0.009482,-0.192549,0.441566,3489
1794,raw,3,1/4,0,0.645858,0.711895,0.066037,0.476924,0.753523,0.168934,-0.041627,-0.210562,0.454544,3489
1794,centered,3,1/4,0,0.668476,0.779501,0.111025,0.614258,0.771840,0.054217,0.007661,-0.046556,0.587605,3489
1821,raw,6,2/4,1,0.424923,0.812014,0.387091,0.342328,0.817628,0.082595,-0.005614,-0.088209,0.267004,4243
1821,centered,6,2/4,1,0.547218,0.804725,0.257507,0.483352,0.786980,0.063866,0.017745,-0.046121,0.455794,4243
1821,raw,3,1/4,0,0.585280,0.799135,0.213855,0.523566,0.805246,0.061714,-0.006111,-0.067824,0.444592,4243
1821,centered,3,1/4,0,0.664905,0.820765,0.155860,0.630119,0.814325,0.034786,0.006440,-0.028346,0.579683,4243
1885,raw,6,2/4,1,0.499988,0.750503,0.250515,0.319329,0.799667,0.180658,-0.049164,-0.229822,0.263072,3585
1885,centered,6,2/4,1,0.597507,0.759596,0.162089,0.460857,0.769864,0.136650,-0.010268,-0.146918,0.451448,3585
1885,raw,3,1/4,0,0.641396,0.748166,0.106770,0.523354,0.797593,0.118042,-0.049427,-0.167469,0.460346,3585
1885,centered,3,1/4,0,0.674349,0.792145,0.117796,0.622880,0.811885,0.051468,-0.019740,-0.071209,0.583131,3585
1896,raw,6,2/4,1,0.450178,0.819086,0.368908,0.388762,0.752929,0.061416,0.066157,0.004742,0.302473,0721
1896,centered,6,2/4,1,0.552020,0.809402,0.257381,0.500402,0.727378,0.051618,0.082024,0.030406,0.451822,0721
1896,raw,3,1/4,0,0.596034,0.831242,0.235208,0.525457,0.756004,0.070577,0.075238,0.004662,0.492261,0721
1896,centered,3,1/4,0,0.658308,0.855162,0.196854,0.601217,0.779376,0.057091,0.075786,0.018695,0.585249,0721
1910,raw,6,2/4,1,0.598253,0.627900,0.029647,0.447665,0.755623,0.150588,-0.127723,-0.278311,0.305117,3605
1910,centered,6,2/4,1,0.649455,0.632635,-0.016820,0.546672,0.745438,0.102784,-0.112804,-0.215587,0.426117,3605
1910,raw,3,1/4,0,0.667205,0.687845,0.020641,0.588888,0.760696,0.078317,-0.072851,-0.151168,0.466837,3605
1910,centered,3,1/4,0,0.664507,0.740137,0.075630,0.632507,0.798242,0.032000,-0.058105,-0.090105,0.561983,3605
1918,raw,6,2/4,1,0.367361,0.680965,0.313604,0.265756,0.735669,0.101605,-0.054704,-0.156309,0.170841,5369
1918,centered,6,2/4,1,0.492665,0.699291,0.206627,0.418375,0.724218,0.074290,-0.024926,-0.099216,0.405572,5369
1918,raw,3,1/4,0,0.542674,0.702716,0.160043,0.484650,0.738476,0.058023,-0.035759,-0.093783,0.394727,5369
1918,centered,3,1/4,0,0.607745,0.752084,0.144339,0.596499,0.773514,0.011246,-0.021430,-0.032676,0.539070,5369
1977,raw,6,2/4,1,0.588385,0.785165,0.196779,0.558666,0.541767,0.029719,0.243398,0.213678,0.411635,2540
1977,centered,6,2/4,1,0.641758,0.785319,0.143561,0.570201,0.555667,0.071557,0.229652,0.158095,0.508042,2540
1977,raw,3,1/4,0,0.693981,0.813187,0.119206,0.637939,0.592499,0.056042,0.220688,0.164646,0.556243,2540
1977,centered,3,1/4,0,0.694483,0.843420,0.148938,0.584370,0.664478,0.110113,0.178942,0.068829,0.586592,2540
1983,raw,6,2/4,1,0.466555,0.858367,0.391812,0.416642,0.752882,0.049914,0.105486,0.055572,0.342590,1474
1983,centered,6,2/4,1,0.552799,0.835527,0.282727,0.501333,0.719556,0.051467,0.115971,0.064504,0.476013,1474
1983,raw,3,1/4,0,0.613026,0.823116,0.210091,0.549520,0.727913,0.063505,0.095203,0.031698,0.518087,1474
1983,centered,3,1/4,0,0.674049,0.836688,0.162639,0.606166,0.744479,0.067883,0.092209,0.024326,0.609398,1474
1993,raw,6,2/4,1,0.436527,0.770555,0.334028,0.399457,0.756064,0.037070,0.014491,-0.022580,0.260823,6455
1993,centered,6,2/4,1,0.545913,0.765470,0.219557,0.518026,0.754396,0.027888,0.011074,-0.016813,0.431626,6455
1993,raw,3,1/4,0,0.600810,0.786401,0.185590,0.569326,0.786376,0.031484,0.000024,-0.031460,0.466156,6455
1993,centered,3,1/4,0,0.660503,0.823430,0.162928,0.640778,0.817011,0.019724,0.006419,-0.013305,0.583406,6455
1995,raw,6,2/4,1,0.311476,0.722408,0.410933,0.210210,0.779026,0.101265,-0.056618,-0.157883,0.143610,4555
1995,centered,6,2/4,1,0.471479,0.737167,0.265688,0.391492,0.773141,0.079987,-0.035974,-0.115961,0.394424,4555
1995,raw,3,1/4,0,0.495769,0.714139,0.218370,0.430657,0.767646,0.065112,-0.053507,-0.118619,0.366939,4555
1995,centered,3,1/4,0,0.586240,0.766241,0.180002,0.574381,0.793681,0.011858,-0.027440,-0.039298,0.537482,4555
2043,raw,6,2/4,1,0.532426,0.844456,0.312031,0.484810,0.706959,0.047616,0.137497,0.089882,0.401018,1574
2043,centered,6,2/4,1,0.613525,0.827583,0.214058,0.551864,0.696558,0.061661,0.131025,0.069364,0.520735,1574
2043,raw,3,1/4,0,0.639590,0.811866,0.172276,0.597673,0.693565,0.041917,0.118302,0.076385,0.527314,1574
2043,centered,3,1/4,0,0.670127,0.836063,0.165937,0.609011,0.735188,0.061116,0.100875,0.039759,0.602408,1574
2055,raw,6,2/4,1,0.347094,0.783165,0.436071,0.238686,0.746939,0.108409,0.036226,-0.072183,0.175355,0683
2055,centered,6,2/4,1,0.496219,0.782644,0.286426,0.410067,0.709760,0.086152,0.072884,-0.013268,0.416955,0683
2055,raw,3,1/4,0,0.543732,0.780411,0.236679,0.454861,0.715941,0.088871,0.064470,-0.024401,0.410046,0683
2055,centered,3,1/4,0,0.645421,0.809044,0.163623,0.577486,0.740322,0.067934,0.068721,0.000787,0.564068,0683
2066,raw,6,2/4,1,0.696690,0.782648,0.085959,0.643709,0.751197,0.052980,0.031452,-0.021529,0.503705,1380
2066,centered,6,2/4,1,0.716917,0.776178,0.059261,0.675168,0.739287,0.041749,0.036891,-0.004858,0.558691,1380
2066,raw,3,1/4,0,0.754523,0.803078,0.048556,0.691153,0.771470,0.063370,0.031609,-0.031761,0.600600,1380
2066,centered,3,1/4,0,0.724993,0.836468,0.111475,0.683383,0.798207,0.041611,0.038261,-0.003349,0.628732,1380
2079,raw,6,2/4,1,0.600454,0.854293,0.253839,0.660432,0.710790,-0.059978,0.143504,0.203481,0.490604,6616
2079,centered,6,2/4,1,0.656752,0.823325,0.166573,0.668293,0.705967,-0.011540,0.117358,0.128899,0.546204,6616
2079,raw,3,1/4,0,0.674481,0.842510,0.168029,0.713151,0.728613,-0.038670,0.113897,0.152567,0.566146,6616
2079,centered,3,1/4,0,0.694191,0.854709,0.160518,0.675635,0.773905,0.018556,0.080804,0.062248,0.602936,6616
2086,raw,6,2/4,1,0.335592,0.741406,0.405814,0.391786,0.612136,-0.056194,0.129270,0.185464,0.121221,1012
